customer_id,balance,interest_rate,default_rate,acquisition_cost,revenue,loss,net_profit,bank_name
1600,39079.96,0.2561,0.0515,2939,10008.38,2012.62,5056.76,HDFC
1601,47256.55,0.3398,0.0212,5510.39,16057.78,1001.84,9545.55,Kotak
1602,70623.15,0.2804,0.0233,2693.17,19802.73,1645.52,15464.04,ICICI
1603,40310.54,0.3,0.0601,2080.49,12093.16,2422.66,7590.01,ICICI
1604,38012.12,0.2922,0.0135,3790.26,11107.14,513.16,6803.72,SBI
1605,42758.85,0.2672,0.0436,5944.65,11425.16,1864.29,3616.22,Kotak
1606,35700.07,0.2858,0.0204,4535.49,10203.08,728.28,4939.31,HDFC
1607,51840.05,0.2693,0.0403,3416.12,13960.53,2089.15,8455.26,HDFC
1608,74370.18,0.2704,0.0625,2067.47,20109.7,4648.14,13394.09,Axis
1609,54846.19,0.2687,0.0421,3939.79,14737.17,2309.02,8488.36,HDFC
1610,46214.7,0.2989,0.0214,2825.86,13813.57,988.99,9998.72,SBI
1611,45622.83,0.3298,0.0276,4591.02,15046.41,1259.19,9196.2,SBI
1612,26552.14,0.3069,0.0357,4332.03,8148.85,947.91,2868.91,HDFC
1613,63246.65,0.3393,0.0149,3060.86,21459.59,942.38,17456.35,HDFC
1614,48832.44,0.3137,0.0509,2275.53,15318.74,2485.57,10557.64,Axis
1615,47292.8,0.3189,0.0525,5020.08,15081.67,2482.87,7578.72,HDFC
1616,97896.61,0.3168,0.0144,4341.86,31013.65,1409.71,25262.08,Axis
1617,54481.29,0.2949,0.0382,5368.5,16066.53,2081.19,8616.84,Axis
1618,38723.13,0.3189,0.039,3039.2,12348.81,1510.2,7799.41,HDFC
1619,43604.64,0.257,0.0334,4611.45,11206.39,1456.39,5138.55,ICICI
1620,67226.69,0.336,0.049,2474.72,22588.17,3294.11,16819.34,ICICI
1621,51699.06,0.3278,0.0342,3167.24,16946.95,1768.11,12011.6,Axis
1622,28425.83,0.2745,0.0391,4626.16,7802.89,1111.45,2065.28,HDFC
1623,63788.43,0.3268,0.0658,5302.33,20846.06,4197.28,11346.45,ICICI
1624,39977.84,0.2513,0.0213,3283.7,10046.43,851.53,5911.2,HDFC
1625,78099.47,0.2717,0.0533,5195.41,21219.63,4162.7,11861.52,HDFC
1626,66200.72,0.2565,0.0454,4711.01,16980.48,3005.51,9263.96,HDFC
1627,43290.17,0.328,0.0314,3394.7,14199.18,1359.31,9445.17,Kotak
1628,69215.25,0.3256,0.0609,5505.59,22536.49,4215.21,12815.69,HDFC
1629,51017.83,0.3314,0.0486,4036.92,16907.31,2479.47,10390.92,Kotak
1630,62791.61,0.2504,0.0434,4592.99,15723.02,2725.16,8404.87,Axis
1631,57270.99,0.3001,0.0567,3982.53,17187.02,3247.27,9957.22,ICICI
1632,37304.65,0.3205,0.0662,3810.88,11956.14,2469.57,5675.69,ICICI
1633,40346.75,0.2655,0.0781,5391.91,10712.06,3151.08,2169.07,ICICI
1634,65449.41,0.315,0.0541,3178.82,20616.56,3540.81,13896.93,ICICI
1635,44978.37,0.2584,0.0712,2146.52,11622.41,3202.46,6273.43,ICICI
1636,43945.27,0.2681,0.0101,5519.13,11781.73,443.85,5818.75,ICICI
1637,35673.16,0.2976,0.0471,5300.1,10616.33,1680.21,3636.02,ICICI
1638,56353.99,0.3154,0.025,3466.24,17774.05,1408.85,12898.96,Axis
1639,80937.87,0.2646,0.0166,2741.8,21416.16,1343.57,17330.79,HDFC
1640,33987.01,0.2685,0.0472,4702.13,9125.51,1604.19,2819.19,SBI
1641,50363.29,0.2704,0.0623,2315.04,13618.23,3137.63,8165.56,Kotak
1642,71183.31,0.2739,0.0389,3695.02,19497.11,2769.03,13033.06,SBI
1643,48805.38,0.2727,0.0569,2343.45,13309.23,2777.03,8188.75,SBI
1644,56785.58,0.2895,0.0443,4391.64,16439.43,2515.6,9532.19,HDFC
1645,34064.1,0.3154,0.0406,2108.83,10743.82,1383,7251.99,HDFC
1646,56424.61,0.2938,0.0303,4516.95,16577.55,1709.67,10350.93,HDFC
1647,47192.84,0.3276,0.0368,4692.82,15460.37,1736.7,9030.85,ICICI
1648,64785.95,0.3219,0.0345,3948.58,20854.6,2235.12,14670.9,Axis
1649,67810.79,0.2627,0.0552,2700.03,17813.89,3743.16,11370.7,ICICI
1650,88843.45,0.2549,0.0181,2405.58,22646.2,1608.07,18632.55,Axis
1651,58694.5,0.3378,0.0165,3253.17,19827,968.46,15605.37,Axis
1652,54886.94,0.258,0.0562,3860.83,14160.83,3084.65,7215.35,SBI
1653,52915.76,0.2648,0.0482,4568.83,14012.09,2550.54,6892.72,SBI
1654,44702.51,0.2522,0.0401,2005,11273.97,1792.57,7476.4,Axis
1655,55077.26,0.3128,0.0207,4844.26,17228.17,1140.1,11243.81,Axis
1656,45568.98,0.3082,0.0388,4850.85,14044.36,1768.08,7425.43,ICICI
1657,52526.91,0.3487,0.0653,3778.15,18316.13,3430.01,11107.97,ICICI
1658,69763.96,0.3387,0.0723,3373.63,23629.05,5043.93,15211.49,SBI
1659,34901.86,0.2911,0.0592,5369.23,10159.93,2066.19,2724.51,HDFC
1660,67098.18,0.2872,0.0142,5138.35,19270.6,952.79,13179.46,Axis
1661,69756.73,0.2797,0.0569,5933.1,19510.96,3969.16,9608.7,ICICI
1662,48228.97,0.2652,0.0269,3487.72,12790.32,1297.36,8005.24,SBI
1663,18172.18,0.2638,0.0321,5627.33,4793.82,583.33,-1416.84,ICICI
1664,40882.67,0.2632,0.0237,2349.61,10760.32,968.92,7441.79,Axis
1665,69454.92,0.2614,0.0643,3645.86,18155.52,4465.95,10043.71,Axis
1666,49656.98,0.2741,0.0554,3861.5,13610.98,2751,6998.48,Kotak
1667,35010.47,0.2807,0.0528,3763.5,9827.44,1848.55,4215.39,HDFC
1668,42428.38,0.3462,0.0568,4500.39,14688.71,2409.93,7778.39,Kotak
1669,62609.3,0.3078,0.0266,2680.83,19271.14,1665.41,14924.9,SBI
1670,58201,0.3488,0.0411,5465.81,20300.51,2392.06,12442.64,ICICI
1671,46416.02,0.2872,0.0543,4207.06,13330.68,2520.39,6603.23,SBI
1672,44497.63,0.2958,0.0546,5616.84,13162.4,2429.57,5115.99,Axis
1673,44123.63,0.2825,0.0654,2010.53,12464.93,2885.69,7568.71,Kotak
1674,36163.85,0.2683,0.0301,4519.95,9702.76,1088.53,4094.28,Kotak
1675,74230.64,0.2643,0.0639,3649.83,19619.16,4743.34,11225.99,Kotak
1676,45165.19,0.3445,0.0408,4020.4,15559.41,1842.74,9696.27,SBI
1677,68257.38,0.3487,0.0569,4975.22,23801.35,3883.84,14942.29,Axis
1678,72819.74,0.2545,0.0419,2908.61,18532.62,3051.15,12572.86,ICICI
1679,64974.66,0.265,0.0764,2819.6,17218.28,4964.06,9434.62,ICICI
1680,43525.7,0.2924,0.0226,4812.03,12726.91,983.68,6931.2,SBI
1681,56055.95,0.2686,0.0573,4085.46,15056.63,3212.01,7759.16,Kotak
1682,49637.07,0.2864,0.0504,2934.56,14216.06,2501.71,8779.79,HDFC
1683,36444.47,0.2629,0.0221,3936.07,9581.25,805.42,4839.76,SBI
1684,54865.39,0.2957,0.0146,3838.23,16223.7,801.03,11584.44,SBI
1685,32314.4,0.2772,0.0659,4765.78,8957.55,2129.52,2062.25,Axis
1686,67815.19,0.2852,0.021,2010.64,19340.89,1424.12,15906.13,ICICI
1687,43030.74,0.2594,0.0231,4347.04,11162.17,994.01,5821.12,SBI
1688,53017.39,0.2928,0.0785,4422.71,15523.49,4161.87,6938.91,SBI
1689,54249.32,0.3483,0.0602,4982.04,18895.04,3265.81,10647.19,Kotak
1690,46116.43,0.2829,0.0275,5556.92,13046.34,1268.2,6221.22,Kotak
1691,58800.41,0.3376,0.0514,3760.76,19851.02,3022.34,13067.92,HDFC
1692,42876.45,0.3343,0.0474,3370.08,14333.6,2032.34,8931.18,Axis
1693,63069.46,0.3452,0.0691,2409.28,21771.58,4358.1,15004.2,HDFC
1694,29810.3,0.329,0.0611,3347.34,9807.59,1821.41,4638.84,Kotak
1695,51895.69,0.316,0.0682,2273.94,16399.04,3539.29,10585.81,ICICI
1696,79083.93,0.3357,0.0248,5211.28,26548.48,1961.28,19375.92,Kotak
1697,34995.03,0.2576,0.0548,5228.02,9014.72,1917.73,1868.97,Axis
1698,39833.83,0.2963,0.0128,3668.95,11802.76,509.87,7623.94,Kotak
1699,57708.62,0.3489,0.0148,3038.56,20134.54,854.09,16241.89,Axis
1700,52693.73,0.327,0.0599,2472.08,17230.85,3156.35,11602.42,Axis
1701,55259.45,0.3462,0.0117,5404.95,19130.82,646.54,13079.33,Axis
1702,57337.81,0.328,0.0506,5509.98,18806.8,2901.29,10395.53,Axis
1703,59520.82,0.3375,0.0688,3065.16,20088.28,4095.03,12928.09,Axis
1704,66645.5,0.3207,0.0366,4487.04,21373.21,2439.23,14446.94,ICICI
1705,56147.28,0.3261,0.0131,3034.61,18309.63,735.53,14539.49,HDFC
1706,46381.14,0.3023,0.06,2900.51,14021.02,2782.87,8337.64,SBI
1707,60088.61,0.3424,0.0751,2084.83,20574.34,4512.65,13976.86,HDFC
1708,78498.23,0.3325,0.0602,4308.64,26100.66,4725.59,17066.43,Axis
1709,48010.49,0.3344,0.0505,2599.77,16054.71,2424.53,11030.41,ICICI
1710,35382.06,0.3173,0.0261,2049.48,11226.73,923.47,8253.78,Kotak
1711,66606.21,0.2805,0.0111,2419.4,18683.04,739.33,15524.31,ICICI
1712,48194.28,0.2536,0.0586,3255.08,12222.07,2824.18,6142.81,Axis
1713,17409.96,0.3436,0.0262,4676.65,5982.06,456.14,849.27,ICICI
1714,62711.33,0.3086,0.0701,2810.49,19352.72,4396.06,12146.17,ICICI
1715,41970.08,0.2798,0.0426,5550.36,11743.23,1787.93,4404.94,Axis
1716,48642,0.2649,0.0471,3153.95,12885.27,2291.04,7440.28,ICICI
1717,54979.7,0.333,0.0628,3324.91,18308.24,3452.73,11530.6,SBI
1718,52857.5,0.3337,0.0646,2871.91,17638.55,3414.59,11352.05,SBI
1719,60641.78,0.3315,0.055,3015.22,20102.75,3335.3,13752.23,ICICI
1720,43467.7,0.3145,0.0757,2296.54,13670.59,3290.5,8083.55,Kotak
1721,57696.59,0.2866,0.0788,3179.08,16535.84,4546.49,8810.27,Axis
1722,46106.8,0.2804,0.0763,5438.47,12928.35,3517.95,3971.93,SBI
1723,61082.16,0.2509,0.0677,4753.7,15325.51,4135.26,6436.55,Kotak
1724,59230.51,0.3334,0.0594,5501.07,19747.45,3518.29,10728.09,ICICI
1725,35968.42,0.2587,0.0564,2419.44,9305.03,2028.62,4856.97,Kotak
1726,66289.73,0.3131,0.0173,3822.47,20755.31,1146.81,15786.03,HDFC
1727,41960.55,0.3004,0.029,2917.02,12604.95,1216.86,8471.07,SBI
1728,62120.87,0.3027,0.0104,4884.86,18803.99,646.06,13273.07,ICICI
1729,55509.31,0.3427,0.0196,5880.95,19023.04,1087.98,12054.11,Axis
1730,77572.76,0.2532,0.0407,5261.44,19641.42,3157.21,11222.77,ICICI
1731,46648.01,0.3273,0.0203,2141.11,15267.89,946.95,12179.83,Axis
1732,44760.25,0.2552,0.0731,3266.64,11422.82,3271.97,4884.21,ICICI
1733,49708.71,0.2538,0.0664,2114.32,12616.07,3300.66,7201.09,Kotak
1734,45452.3,0.293,0.015,2160.67,13317.52,681.78,10475.07,Kotak
1735,61999.13,0.2563,0.0274,2318.06,15890.38,1698.78,11873.54,Kotak
1736,25755.34,0.3289,0.0673,3105.31,8470.93,1733.33,3632.29,HDFC
1737,34194.76,0.303,0.0662,3216.81,10361.01,2263.69,4880.51,Axis
1738,33982.96,0.2529,0.0762,3601.81,8594.29,2589.5,2402.98,Kotak
1739,64254.61,0.2541,0.0798,3619.72,16327.1,5127.52,7579.86,HDFC
1740,75659.2,0.3113,0.0783,5085.64,23552.71,5924.12,12542.95,Axis
1741,48433.26,0.3306,0.0387,2565.61,16012.04,1874.37,11572.06,ICICI
1742,47467.67,0.2938,0.0275,2630.96,13946,1305.36,10009.68,HDFC
1743,51050.78,0.3055,0.0631,4506.36,15596.01,3221.3,7868.35,SBI
1744,67428.17,0.33,0.0309,4286.97,22251.3,2083.53,15880.8,HDFC
1745,36089.7,0.3111,0.0664,2616.02,11227.51,2396.36,6215.13,HDFC
1746,53575.53,0.2725,0.0474,5409.06,14599.33,2539.48,6650.79,Axis
1747,64627.96,0.3113,0.0656,3316.24,20118.68,4239.59,12562.85,ICICI
1748,57516.41,0.3128,0.0293,3467.87,17991.13,1685.23,12838.03,SBI
1749,52843.72,0.3234,0.0456,3681.84,17089.66,2409.67,10998.15,Kotak
1750,65015.69,0.3121,0.0495,3290.81,20291.4,3218.28,13782.31,Kotak
1751,9451.52,0.3469,0.076,4229.82,3278.73,718.32,-1669.41,HDFC
1752,60168.13,0.2697,0.0287,3554.59,16227.34,1726.83,10945.92,Axis
1753,40188.86,0.3451,0.0756,3037.74,13869.18,3038.28,7793.16,Axis
1754,22540.51,0.3038,0.0663,5617.9,6847.81,1494.44,-264.53,Kotak
1755,57668.04,0.3172,0.0612,3233.4,18292.3,3529.28,11529.62,SBI
1756,70604.88,0.2599,0.0651,4793.96,18350.21,4596.38,8959.87,ICICI
1757,47938.27,0.2881,0.0524,3388.91,13811.02,2511.97,7910.14,SBI
1758,64293.12,0.3269,0.0271,3740.88,21017.42,1742.34,15534.2,ICICI
1759,74184.17,0.3207,0.0233,2943.77,23790.86,1728.49,19118.6,Kotak
1760,69723.72,0.254,0.0706,5009.32,17709.82,4922.49,7778.01,ICICI
1761,74599.47,0.3047,0.0608,4948.81,22730.46,4535.65,13246,Axis
1762,61131.91,0.2588,0.0249,2088.96,15820.94,1522.18,12209.8,HDFC
1763,51131.5,0.3496,0.0531,2240.78,17875.57,2715.08,12919.71,HDFC
1764,25970.51,0.3397,0.0413,5689.51,8822.18,1072.58,2060.09,Kotak
1765,46309.06,0.2521,0.0211,5555.31,11674.51,977.12,5142.08,Axis
1766,37351.3,0.3359,0.0472,4024.35,12546.3,1762.98,6758.97,SBI
1767,82564.14,0.3419,0.0297,3973.43,28228.68,2452.15,21803.1,Axis
1768,47361.71,0.2854,0.0167,5249.7,13517.03,790.94,7476.39,HDFC
1769,51848.07,0.322,0.0427,2553.8,16695.08,2213.91,11927.37,HDFC
1770,58272.28,0.2942,0.0513,4614.8,17143.7,2989.37,9539.53,Axis
1771,50654.04,0.3155,0.0133,3903.93,15981.35,673.7,11403.72,Axis
1772,75425.77,0.284,0.0381,4973.32,21420.92,2873.72,13573.88,HDFC
1773,40660.26,0.2823,0.028,2120.41,11478.39,1138.49,8219.49,SBI
1774,52919.11,0.2924,0.0121,4370.9,15473.55,640.32,10462.33,Kotak
1775,38862.94,0.2646,0.0188,4226.91,10283.13,730.62,5325.6,Kotak
1776,30199.66,0.3331,0.0197,5363.39,10059.51,594.93,4101.19,Axis
1777,40823.46,0.2849,0.0228,4707.35,11630.6,930.77,5992.48,Kotak
1778,49444.45,0.29,0.0662,5520.64,14338.89,3273.22,5545.03,HDFC
1779,43560.47,0.3394,0.0408,5549.09,14784.42,1777.27,7458.06,HDFC
1780,39613.69,0.2997,0.0203,3632.66,11872.22,804.16,7435.4,Axis
1781,28905.24,0.3044,0.017,2549.74,8798.76,491.39,5757.63,Axis
1782,48753.42,0.3456,0.0309,4521.13,16849.18,1506.48,10821.57,Axis
1783,27429.19,0.3387,0.0659,5494.98,9290.27,1807.58,1987.71,SBI
1784,61400.84,0.2669,0.0355,2299.81,16387.88,2179.73,11908.34,Kotak
1785,51236.6,0.2973,0.0212,4231.69,15232.64,1086.22,9914.73,Axis
1786,28136.73,0.3471,0.0383,2460,9766.26,1077.64,6228.62,ICICI
1787,45361.86,0.2872,0.0489,2107.98,13027.93,2218.19,8701.76,ICICI
1788,38717.65,0.2872,0.0121,4718.54,11119.71,468.48,5932.69,HDFC
1789,54787.62,0.2695,0.0539,4727.4,14765.26,2953.05,7084.81,Kotak
1790,70106.76,0.2614,0.0377,4402.63,18325.91,2643.02,11280.26,Axis
1791,21872.41,0.324,0.0107,5436.89,7086.66,234.03,1415.74,ICICI
1792,51725.39,0.327,0.0572,2323.51,16914.2,2958.69,11632,Kotak
1793,47598.01,0.3469,0.0599,2421.04,16511.75,2851.12,11239.59,HDFC
1794,60070.1,0.3273,0.054,5458.14,19660.94,3243.79,10959.01,SBI
1795,53197.95,0.2743,0.0339,4013.11,14592.2,1803.41,8775.68,Kotak
1796,38720.46,0.254,0.0471,3092.21,9835,1823.73,4919.06,Kotak
1797,45214.19,0.3485,0.0371,4952.63,15757.15,1677.45,9127.07,SBI
1798,38059.61,0.284,0.059,5577.61,10808.93,2245.52,2985.8,Kotak
1799,66140.11,0.2812,0.0509,4758.41,18598.6,3366.53,10473.66,HDFC
1800,50319.67,0.3406,0.0157,5167.73,17138.88,790.02,11181.13,HDFC
1801,78517.86,0.3085,0.055,3129.99,24222.76,4318.48,16774.29,SBI
1802,49090.09,0.2715,0.0581,3155.1,13327.96,2852.13,7320.73,Axis
1803,39373.9,0.3389,0.0359,5456.5,13343.81,1413.52,6473.79,ICICI
1804,27294.28,0.3493,0.0713,4459.45,9533.89,1946.08,3128.36,Axis
1805,22952.9,0.2587,0.069,2936.65,5937.92,1583.75,1417.52,Kotak
1806,26237.96,0.3362,0.0223,4096.65,8821.2,585.11,4139.44,ICICI
1807,54006.9,0.2891,0.0733,4743.44,15613.39,3958.71,6911.24,SBI
1808,57630.88,0.3024,0.0409,2874.2,17427.58,2357.1,12196.28,SBI
1809,26282.14,0.3415,0.0607,4619.63,8975.35,1595.33,2760.39,ICICI
1810,63425.57,0.3473,0.067,2168.58,22027.7,4249.51,15609.61,HDFC
1811,42754.08,0.2762,0.0454,3214.77,11808.68,1941.04,6652.87,ICICI
1812,52201.9,0.2713,0.0379,4695.89,14162.38,1978.45,7488.04,Kotak
1813,74183.31,0.2581,0.0741,2597.4,19146.71,5496.98,11052.33,HDFC
1814,63452.59,0.3062,0.0262,2888.8,19429.18,1662.46,14877.92,SBI
1815,45972.04,0.2514,0.028,5516.37,11557.37,1287.22,4753.78,ICICI
1816,36632.12,0.2912,0.0353,4697.28,10667.27,1293.11,4676.88,Axis
1817,17722.77,0.2573,0.0702,3995.67,4560.07,1244.14,-679.74,Axis
1818,39212.7,0.2905,0.0757,2843.57,11391.29,2968.4,5579.32,Kotak
1819,46833.05,0.254,0.0254,3365.64,11895.59,1189.56,7340.39,Axis
1820,35192.31,0.3335,0.0705,4297.32,11736.64,2481.06,4958.26,ICICI
1821,48031.15,0.271,0.0281,2621.25,13016.44,1349.68,9045.51,ICICI
1822,51152.78,0.2828,0.0779,3926.98,14466.01,3984.8,6554.23,Axis
1823,46627.16,0.337,0.0518,3635.9,15713.35,2415.29,9662.16,ICICI
1824,40249.96,0.3246,0.0105,3906.75,13065.14,422.62,8735.77,Kotak
1825,52529.82,0.2719,0.0124,2422.24,14282.86,651.37,11209.25,HDFC
1826,56629.11,0.2572,0.0203,2425.99,14565.01,1149.57,10989.45,Kotak
1827,33644.01,0.3216,0.0231,5856.44,10819.91,777.18,4186.29,Kotak
1828,71163.99,0.2891,0.0637,5917.47,20573.51,4533.15,10122.89,ICICI
1829,48521.18,0.3266,0.0256,3704.66,15847.02,1242.14,10900.22,HDFC
1830,50282.74,0.2945,0.0778,5155.98,14808.27,3912,5740.29,ICICI
1831,60623.22,0.2846,0.0545,4623.17,17253.37,3303.97,9326.23,SBI
1832,53498.24,0.2951,0.0585,2467.67,15787.33,3129.65,10190.01,ICICI
1833,64297.05,0.3249,0.0252,3186.71,20890.11,1620.29,16083.11,ICICI
1834,54306.86,0.3402,0.0725,3254.61,18475.19,3937.25,11283.33,ICICI
1835,40813.44,0.255,0.0567,4383.1,10407.43,2314.12,3710.21,HDFC
1836,55422.55,0.3024,0.0705,4319.91,16759.78,3907.29,8532.58,ICICI
1837,32844.11,0.2533,0.077,5694.03,8319.41,2529,96.38,HDFC
1838,51628.4,0.2968,0.0188,5160.15,15323.31,970.61,9192.55,Axis
1839,49501.55,0.3385,0.0168,5427.39,16756.27,831.63,10497.25,SBI
1840,46878.25,0.2862,0.0662,5564.91,13416.56,3103.34,4748.31,HDFC
1841,48071.94,0.3432,0.0706,5205.11,16498.29,3393.88,7899.3,Axis
1842,21772.26,0.3131,0.0509,3331.53,6816.89,1108.21,2377.15,HDFC
1843,41769.13,0.3434,0.0356,2860.05,14343.52,1486.98,9996.49,HDFC
1844,51392.67,0.3257,0.0557,4287.07,16738.59,2862.57,9588.95,SBI
1845,52397.85,0.2603,0.0314,4758.27,13639.16,1645.29,7235.6,Kotak
1846,34584.87,0.2731,0.0267,3546.27,9445.13,923.42,4975.44,Kotak
1847,68985.62,0.2894,0.0442,5393.35,19964.44,3049.16,11521.93,HDFC
1848,37007.38,0.267,0.0251,5842.27,9880.97,928.89,3109.81,ICICI
1849,64541.86,0.2995,0.0439,4277.58,19330.29,2833.39,12219.32,Axis
1850,56407.92,0.2971,0.077,3826.37,16758.79,4343.41,8589.01,ICICI
1851,40306.59,0.3456,0.0688,5371.55,13929.96,2773.09,5785.32,ICICI
1852,76629.66,0.2934,0.0759,2097.08,22483.14,5816.19,14569.87,HDFC
1853,32095.45,0.3286,0.0664,2516.05,10546.56,2131.14,5899.37,HDFC
1854,63787.31,0.3442,0.0348,5382.63,21955.59,2219.8,14353.16,HDFC
1855,65008.73,0.3377,0.0668,4928.11,21953.45,4342.58,12682.76,HDFC
1856,39940.7,0.2709,0.0746,3664.55,10819.94,2979.58,4175.81,Kotak
1857,70886.98,0.2996,0.0763,5555.41,21237.74,5408.68,10273.65,HDFC
1858,46249.3,0.2848,0.0578,3405.83,13171.8,2673.21,7092.76,Kotak
1859,54330.4,0.29,0.0248,4535.38,15755.82,1347.39,9873.05,Kotak
1860,53904.83,0.2861,0.0128,4537.34,15422.17,689.98,10194.85,HDFC
1861,47985.37,0.3326,0.0203,2737.33,15959.93,974.1,12248.5,SBI
1862,62162.12,0.2952,0.0776,3139.41,18350.26,4823.78,10387.07,Axis
1863,61902.33,0.3024,0.0423,5664.03,18719.26,2618.47,10436.76,ICICI
1864,23772.02,0.3482,0.0698,2733.66,8277.42,1659.29,3884.47,Kotak
1865,69565.1,0.256,0.0426,2694.3,17808.67,2963.47,12150.9,Axis
1866,25062.62,0.2988,0.0563,3918.46,7488.71,1411.03,2159.22,SBI
1867,65488.19,0.3274,0.0117,2368.79,21440.83,766.21,18305.83,ICICI
1868,66900.58,0.2651,0.0275,5578.5,17735.34,1839.77,10317.07,ICICI
1869,33635.5,0.3112,0.0405,2400.6,10467.37,1362.24,6704.53,Kotak
1870,43837.79,0.2739,0.0541,4466.23,12007.17,2371.62,5169.32,HDFC
1871,33414.43,0.3367,0.022,3359.13,11250.64,735.12,7156.39,SBI
1872,46776.18,0.2827,0.0635,5217.09,13223.63,2970.29,5036.25,Kotak
1873,45379.49,0.2829,0.0355,4359.24,12837.86,1610.97,6867.65,SBI
1874,61694.91,0.3098,0.0672,3553.22,19113.08,4145.9,11413.96,HDFC
1875,69654.63,0.2684,0.0169,5935.49,18695.3,1177.16,11582.65,HDFC
1876,70935.26,0.2785,0.0576,2264.92,19755.47,4085.87,13404.68,Kotak
1877,41567.48,0.2917,0.0305,4311.15,12125.23,1267.81,6546.27,HDFC
1878,46861.67,0.2854,0.0657,5958.27,13374.32,3078.81,4337.24,Axis
1879,24748.43,0.3025,0.0382,4763.81,7486.4,945.39,1777.2,ICICI
1880,37911.95,0.31,0.0566,4959.08,11752.7,2145.82,4647.8,Kotak
1881,64472.77,0.3067,0.0754,2128.36,19773.8,4861.25,12784.19,SBI
1882,74233.74,0.3154,0.0114,2085.45,23413.32,846.26,20481.61,Axis
1883,31484.77,0.2808,0.0108,2144.44,8840.92,340.04,6356.44,Kotak
1884,41113.04,0.2626,0.0639,5966.9,10796.28,2627.12,2202.26,HDFC
1885,49603.91,0.3261,0.0552,5918.08,16175.84,2738.14,7519.62,HDFC
1886,54202.42,0.3351,0.0305,3338.04,18163.23,1653.17,13172.02,HDFC
1887,37855.95,0.2757,0.0446,3163.93,10436.89,1688.38,5584.58,HDFC
1888,56360.92,0.2907,0.0129,2583.83,16384.12,727.06,13073.23,SBI
1889,42892.41,0.2999,0.0235,3316.56,12863.43,1007.97,8538.9,Axis
1890,49783.22,0.3033,0.0397,3480.6,15099.25,1976.39,9642.26,ICICI
1891,58194.26,0.3159,0.0684,4993.13,18383.57,3980.49,9409.95,SBI
1892,50096.33,0.2542,0.0436,5465.17,12734.49,2184.2,5085.12,SBI
1893,43454.21,0.3221,0.051,4986.94,13996.6,2216.16,6793.5,ICICI
1894,48355.85,0.2562,0.0712,4585.9,12388.77,3442.94,4359.93,ICICI
1895,48674.56,0.2968,0.0316,5063.6,14446.61,1538.12,7844.89,HDFC
1896,44449.83,0.3328,0.059,4953.99,14792.9,2622.54,7216.37,SBI
1897,46118.06,0.2951,0.0703,3903,13609.44,3242.1,6464.34,Kotak
1898,73979.71,0.2649,0.0242,3343.41,19597.23,1790.31,14463.51,ICICI
1899,58413.79,0.3485,0.035,3131.12,20357.21,2044.48,15181.61,ICICI
1900,45567.8,0.3389,0.0786,4717.42,15442.93,3581.63,7143.88,Axis
1901,60454.32,0.3271,0.0788,5837.22,19774.61,4763.8,9173.59,Kotak
1902,44992.71,0.2912,0.0256,4324.22,13101.88,1151.81,7625.85,Kotak
1903,67596.87,0.2684,0.0147,5650.11,18143,993.67,11499.22,ICICI
1904,55544.63,0.3441,0.029,2056.92,19112.91,1610.79,15445.2,HDFC
1905,48390.47,0.3032,0.0378,5177.88,14671.99,1829.16,7664.95,Axis
1906,56715.75,0.3352,0.0409,5414.41,19011.12,2319.67,11277.04,Kotak
1907,26436.86,0.2842,0.0533,4523.98,7513.36,1409.08,1580.3,ICICI
1908,33098.49,0.2835,0.073,5736.24,9383.42,2416.19,1230.99,Kotak
1909,32091.12,0.3486,0.0331,4359.65,11186.96,1062.22,5765.09,Axis
1910,52144.15,0.3022,0.0695,2962.15,15757.96,3624.02,9171.79,Axis
1911,75987.72,0.2641,0.0165,2862.87,20068.36,1253.8,15951.69,SBI
1912,83469.5,0.272,0.0129,4223.35,22703.7,1076.76,17403.59,ICICI
1913,59570.77,0.2982,0.0453,5625.94,17764,2698.56,9439.5,Axis
1914,57512.67,0.2542,0.0142,2289.47,14619.72,816.68,11513.57,SBI
1915,22984.13,0.2963,0.0375,4417.56,6810.2,861.9,1530.74,SBI
1916,41859.89,0.2919,0.0728,5079.21,12218.9,3047.4,4092.29,Kotak
1917,38183.24,0.3279,0.0269,2461.61,12520.28,1027.13,9031.54,Kotak
1918,40687.29,0.2855,0.0594,2467.08,11616.22,2416.83,6732.31,SBI
1919,47477.84,0.3483,0.0312,3464.51,16536.53,1481.31,11590.71,Kotak
1920,42918.64,0.2681,0.0131,3095.52,11506.49,562.23,7848.74,Axis
1921,20310.5,0.3091,0.049,2793.26,6277.98,995.21,2489.51,HDFC
1922,61218.65,0.259,0.0684,2794.78,15855.63,4187.36,8873.49,Axis
1923,33908.85,0.3234,0.0387,2522.68,10966.12,1312.27,7131.17,SBI
1924,53588.7,0.3495,0.0532,4443.42,18729.25,2850.92,11434.91,SBI
1925,81111.24,0.3319,0.073,4752.5,26920.82,5921.12,16247.2,Axis
1926,36209.23,0.3056,0.0653,4811.74,11065.54,2364.46,3889.34,Kotak
1927,12045.69,0.2985,0.0236,4129.42,3595.64,284.28,-818.06,Kotak
1928,45709.94,0.3335,0.0613,5811.63,15244.26,2802.02,6630.61,SBI
1929,66514.39,0.3436,0.0451,5522.13,22854.34,2999.8,14332.41,ICICI
1930,79375.21,0.3489,0.0622,5830.52,27694.01,4937.14,16926.35,Kotak
